type,account,created_at,so_diem_mua,chuc_danh,,,,,,,,,,,,,,,,
Mua Mpg,cuong92,10/6/2020 11:55,580000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tuan61,10/6/2020 17:51,576000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuvl,10/6/2020 17:50,576000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,doanthithuy,10/6/2020 20:13,575000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lethuong92,10/6/2020 19:15,575000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lanv,10/6/2020 18:23,575000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,linhct,10/6/2020 17:53,575000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,khang59,10/6/2020 20:14,571000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenvan1,10/6/2020 21:49,570000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyentan20,10/6/2020 21:35,570000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thica88,10/6/2020 20:34,570000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,minhhoa,11/6/2020 6:18,568000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongyd,11/6/2020 6:41,565000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuongyd,11/6/2020 6:34,565000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaoct,11/6/2020 7:09,564000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenthuha,11/6/2020 9:03,563000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tahoa37,11/6/2020 9:28,562000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,volantx,11/6/2020 10:00,561000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngokimnem123,11/6/2020 11:41,560000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaiha37,11/6/2020 11:08,560000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lebinhtx,11/6/2020 10:13,560000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuonghcm123,11/6/2020 15:04,558000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,binhvl,11/6/2020 17:54,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanh1979,11/6/2020 17:34,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamngoan,11/6/2020 16:40,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vanban37,11/6/2020 16:33,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Dieulinhna20,11/6/2020 16:30,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tranhoaina20,11/6/2020 16:14,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,uongkhanh68,11/6/2020 15:59,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kaicuc37,11/6/2020 15:55,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thiep1963,11/6/2020 15:47,555000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuongbn,11/6/2020 18:04,554000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,uyenbs,11/6/2020 20:47,551000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Toahuynh93,11/6/2020 18:33,551000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocvl,11/6/2020 20:56,550009,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yendong20,12/6/2020 9:49,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ducthanh,12/6/2020 9:27,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dinh123,12/6/2020 9:16,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaolt,12/6/2020 8:49,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoava,12/6/2020 8:26,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thinh123,12/6/2020 7:34,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nhung54,12/6/2020 5:36,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Sau1961,12/6/2020 5:15,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuy72,11/6/2020 22:07,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tram83,11/6/2020 21:40,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngochieudc,11/6/2020 21:34,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoangluong,11/6/2020 21:10,550000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamtam2020,12/6/2020 9:51,546000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocong,12/6/2020 10:02,545000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenquang20,12/6/2020 9:55,545000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huynam20,12/6/2020 9:53,545000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamsen20,12/6/2020 10:03,543000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Vokhuyen73,12/6/2020 10:07,542000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lyna,12/6/2020 10:09,541000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tamhung,12/6/2020 11:05,540000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoahoa,12/6/2020 10:53,540000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lebacquangxuong,12/6/2020 10:52,540000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Khoi1962,12/6/2020 10:19,540000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thison71,12/6/2020 10:12,540000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,daochinh85,12/6/2020 11:12,538000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dinhhue,12/6/2020 11:06,538000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,muoimuoi,12/6/2020 11:31,537000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,sy72,12/6/2020 11:22,537000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thinghia123,12/6/2020 11:31,536000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kieuhuong,12/6/2020 11:44,535000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thuhuong62,12/6/2020 11:40,535000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,buithihien,12/6/2020 11:35,535000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenhau89,12/6/2020 12:28,534000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Lien75,12/6/2020 11:54,534000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocluubd,12/6/2020 11:53,534000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hai123,12/6/2020 14:03,533000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongyd,12/6/2020 13:57,533000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trang01,12/6/2020 13:54,533000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Quy123,12/6/2020 14:23,532000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thinh123,12/6/2020 14:44,531000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,long37,12/6/2020 14:35,531000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tranluyentg,12/6/2020 14:28,531000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhumai,12/6/2020 14:25,531000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ducthiet84,12/6/2020 15:41,530000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dailyhoangthi,12/6/2020 15:39,530000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Minhminh,12/6/2020 15:24,530000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thihien123,12/6/2020 15:20,530000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thinhphan,12/6/2020 14:57,530000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuclamdong123,12/6/2020 14:53,530000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chuthongdl63,12/6/2020 16:09,529000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lethinh,12/6/2020 15:48,529000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngochai123,12/6/2020 16:20,528000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chiy123,12/6/2020 16:15,528000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Kimchidn,12/6/2020 16:23,527000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chuthongdl63,12/6/2020 16:21,527000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vuongthuyna,12/6/2020 16:28,526000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thitham123,12/6/2020 16:26,526000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhyenqn,12/6/2020 17:18,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhungloc,12/6/2020 17:11,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lean75,12/6/2020 17:03,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huyenle,12/6/2020 16:58,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thomva,12/6/2020 16:56,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tutrinh96,12/6/2020 16:49,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tranhoa,12/6/2020 16:44,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nghieplen84,12/6/2020 16:39,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xoanv,12/6/2020 16:33,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Kimcuc,12/6/2020 16:33,525000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chung05,12/6/2020 17:23,524000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thiniem123,12/6/2020 17:41,523000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,maianh,12/6/2020 17:35,523000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuan96,12/6/2020 17:27,523000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,duyen123,12/6/2020 17:53,522000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thao92,12/6/2020 18:15,521000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xiem123,12/6/2020 18:14,521000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hue72,12/6/2020 20:43,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoantanky,12/6/2020 20:37,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,loi92,12/6/2020 20:16,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,loi92,12/6/2020 20:15,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hiepk5,12/6/2020 19:22,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hienngo12,12/6/2020 19:17,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenvan83,12/6/2020 18:59,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hungyd1,12/6/2020 18:53,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tranhoaina20,12/6/2020 18:49,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,doanthithuy,12/6/2020 18:35,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hang123,12/6/2020 18:31,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yen123,12/6/2020 18:28,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,khang59,12/6/2020 18:25,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Lam123,12/6/2020 18:20,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhung1986,12/6/2020 18:16,520000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huynam20,12/6/2020 20:57,518000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thannghe20,12/6/2020 20:56,518000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Trung1991,12/6/2020 21:14,517000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huong79,12/6/2020 21:11,517000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hang90,12/6/2020 21:03,517000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Mydung1993,12/6/2020 21:45,516000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Viet01,12/6/2020 21:24,516000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tram83,12/6/2020 21:22,516000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,quang96,12/6/2020 21:16,516000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huuhung,12/6/2020 22:02,515000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hai87,12/6/2020 22:02,515000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Kimchidn,12/6/2020 22:02,515000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thaihoaqn,12/6/2020 22:01,515000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kienle96,12/6/2020 21:57,515000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kienle96,12/6/2020 21:55,515000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nguyenhatandan,12/6/2020 21:51,515000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yen01,12/6/2020 22:23,514000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hieple69,12/6/2020 22:07,514000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Myngadn,12/6/2020 22:47,513000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,buithao75,12/6/2020 22:40,513000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongna,12/6/2020 22:39,513000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,666,12/6/2020 22:49,512000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Sondn123,12/6/2020 22:56,511000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Lien90,13/6/2020 9:19,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,banamhailinh,13/6/2020 8:08,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Kimchidn,12/6/2020 23:47,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ly123,12/6/2020 23:40,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trinh123,12/6/2020 23:30,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Phekg123,12/6/2020 23:24,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hungbao,12/6/2020 23:12,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenlanh90,12/6/2020 23:04,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoa123,12/6/2020 23:02,510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Huynhhoa80,13/6/2020 10:22,509000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoanghiep76,13/6/2020 10:16,509000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ledam,13/6/2020 9:30,509000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Luu80,13/6/2020 10:41,508000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,36th,13/6/2020 10:42,507000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenhanh,13/6/2020 10:46,506000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,haiduy,13/6/2020 10:45,506000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuanhoi,13/6/2020 10:44,506000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuoins,13/6/2020 10:49,505000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Toahuynh93,13/6/2020 10:48,505000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaiduong,13/6/2020 10:48,505000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chungth,13/6/2020 10:53,504000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dautinh,13/6/2020 10:50,504000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoanghoi,13/6/2020 10:49,504000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lieuha80,13/6/2020 11:46,503000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhtam,13/6/2020 11:32,503000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hothuhaininh,13/6/2020 11:53,502000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,the77,13/6/2020 11:56,501000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lehongtrieuson76,13/6/2020 11:55,501000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoangthi,15/7/2020 7:28,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,myhien,15/7/2020 7:25,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyentoan,15/7/2020 7:23,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nguyenphuong87,14/7/2020 14:06,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Lephuongquangxuong,14/7/2020 11:51,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nguyenhoaquangxuong,14/7/2020 11:31,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,cuongtg87,14/7/2020 9:57,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lienle1965,14/7/2020 9:56,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhat75,14/7/2020 9:53,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tragiang20,14/7/2020 9:45,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,van96,14/7/2020 7:35,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vutho,13/7/2020 20:25,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vanho88,13/7/2020 20:09,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Leluu01,13/7/2020 20:00,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,buimentq,13/7/2020 18:20,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyetle83,13/7/2020 16:11,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenhang123,13/7/2020 14:32,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vutho,13/7/2020 14:22,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Toahuynh93,13/7/2020 14:00,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trongbinhdt,13/7/2020 11:35,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuantien,13/7/2020 10:04,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vuhuetq,13/7/2020 9:25,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,maiphuong89,12/7/2020 23:27,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,truonggianghd,12/7/2020 23:21,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhchungtn,12/7/2020 23:08,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuyen1963,12/7/2020 19:27,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhung1958,12/7/2020 19:21,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trung1964,12/7/2020 19:18,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhungan20,12/7/2020 16:01,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoangyen20,12/7/2020 12:23,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yen123,11/7/2020 17:33,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vungoc73,11/7/2020 10:21,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tu52,10/7/2020 19:37,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hien61,10/7/2020 19:36,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ha68,10/7/2020 19:34,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ha66,10/7/2020 19:33,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,minh37,10/7/2020 18:50,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huybichhn,10/7/2020 16:19,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ducminhhn,10/7/2020 16:08,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Yenhuong87,10/7/2020 11:19,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Huyenqx,10/7/2020 10:23,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nganhuongvt,10/7/2020 9:48,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huymai,9/7/2020 19:59,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vanhunghn,9/7/2020 18:50,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ly1979,9/7/2020 17:19,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tuanthanh,9/7/2020 17:16,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,bich,9/7/2020 16:47,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoanganh,9/7/2020 15:26,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dailyhoangthi,9/7/2020 15:21,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Trankhoadc,9/7/2020 15:05,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongchau,9/7/2020 10:21,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,buithanh83,9/7/2020 10:05,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Phuong01,9/7/2020 6:59,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,namle,8/7/2020 11:22,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Lantg01,8/7/2020 11:18,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vananh84,8/7/2020 9:33,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vanyentq,7/7/2020 16:34,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,man62,7/7/2020 15:44,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,maichungtq,7/7/2020 15:43,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhhuetq,7/7/2020 15:22,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenthioanh,6/7/2020 19:06,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ducminhhn,6/7/2020 18:36,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuonghoai,6/7/2020 16:07,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thuytram123,6/7/2020 6:46,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ngochieudc,5/7/2020 18:01,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trieutythuong,3/7/2020 10:34,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,van1977,2/7/2020 21:17,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dao59,2/7/2020 20:50,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoa59,2/7/2020 20:44,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,han05,2/7/2020 20:25,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamthisen,2/7/2020 16:20,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huonggiang95,2/7/2020 16:08,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lien67,2/7/2020 11:10,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Quang59,2/7/2020 5:42,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenvan88ht,1/7/2020 23:40,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,truongthivuon,1/7/2020 17:45,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenkhoi77ht,1/7/2020 12:35,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huong37,1/7/2020 11:05,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dung1982,1/7/2020 8:36,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Trungbichlt,30/6/2020 21:51,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vanho88,30/6/2020 15:05,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tieplt,30/6/2020 14:03,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngoclt,30/6/2020 13:56,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,themlt,30/6/2020 13:46,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chienlt,30/6/2020 13:39,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuanlt,30/6/2020 13:32,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thanhtruc123,29/6/2020 21:38,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tranhuong,29/6/2020 20:05,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vanlt,29/6/2020 18:22,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ha79,29/6/2020 17:33,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,uongkhanh68,29/6/2020 11:13,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tranhuongna20,28/6/2020 17:54,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yen123,28/6/2020 9:37,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoaithuong,28/6/2020 8:44,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,sum37,27/6/2020 21:37,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,bichnguyethn,27/6/2020 15:33,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhunglt,27/6/2020 14:39,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lieu58,27/6/2020 8:54,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoandc,27/6/2020 5:12,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vanhong20,26/6/2020 22:07,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoa71,26/6/2020 17:15,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phambinh20,26/6/2020 16:09,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hangltpt,26/6/2020 14:22,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,mai65,26/6/2020 12:24,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kimoanh123,25/6/2020 21:04,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyet123,25/6/2020 16:55,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vutam1991,25/6/2020 9:42,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yenlt,24/6/2020 21:17,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nganvp,24/6/2020 21:08,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chautailoc5,24/6/2020 15:06,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nguyentham79,24/6/2020 12:18,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenthithao37,23/6/2020 18:09,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hong37,23/6/2020 17:12,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,936461838,23/6/2020 16:39,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngochoa123,23/6/2020 15:02,500000,ctv,,,,,,,,,,,,,,,,
